kode_desa_kelurahan,kode_kecamatan,kode_kabupaten_kota,kode_provinsi,nama_desa_kelurahan
76.02.12.2004,76.02.12,76.02,76,Saletto
76.02.12.2005,76.02.12,76.02,76,Sumare
76.02.12.2007,76.02.12,76.02,76,Botteng Utara
76.02.12.2008,76.02.12,76.02,76,Tapandullu
76.02.13.2001,76.02.13,76.02,76,Dungkait
76.02.13.2002,76.02.13,76.02,76,Lebani
76.02.13.2003,76.02.13,76.02,76,Labuang Rano
76.02.13.2004,76.02.13,76.02,76,Pasabu
76.02.13.2005,76.02.13,76.02,76,Tanete Pao
76.02.13.2006,76.02.13,76.02,76,Pangasaan
76.02.13.2007,76.02.13,76.02,76,Ahu
76.02.15.2001,76.02.15,76.02,76,Bonehau
76.02.15.2002,76.02.15,76.02,76,Salutiwo
76.02.15.2003,76.02.15,76.02,76,Buttuada
76.02.15.2004,76.02.15,76.02,76,Tamalea
76.02.15.2005,76.02.15,76.02,76,Lumika
76.02.15.2006,76.02.15,76.02,76,Mappu
76.02.15.2009,76.02.15,76.02,76,Banuada
76.02.15.2010,76.02.15,76.02,76,Hinua
76.02.15.2011,76.02.15,76.02,76,Kinatang
76.02.16.2001,76.02.16,76.02,76,Bala Balakang
76.02.16.2002,76.02.16,76.02,76,Bala-Balakang Timur
76.03.01.1001,76.03.01,76.03,76,Mambi
76.03.01.1002,76.03.01,76.03,76,Talipukki
76.03.01.2004,76.03.01,76.03,76,Rantebulahan
76.03.01.2008,76.03.01,76.03,76,Sondonglayu
76.03.01.2016,76.03.01,76.03,76,Salubanua
76.03.01.2017,76.03.01,76.03,76,Tapalina
76.03.01.2019,76.03.01,76.03,76,Sendana
76.03.01.2024,76.03.01,76.03,76,Pamosean
76.03.01.2025,76.03.01,76.03,76,Selumaka
76.03.01.2026,76.03.01,76.03,76,Bujung Manurung
76.03.01.2027,76.03.01,76.03,76,Salu Alo
76.03.01.2029,76.03.01,76.03,76,Indobanua
76.03.01.2030,76.03.01,76.03,76,Saludurian
76.03.02.1001,76.03.02,76.03,76,Aralle
76.03.02.2003,76.03.02,76.03,76,Ralle Anak
76.03.02.2004,76.03.02,76.03,76,Panetean
76.03.02.2005,76.03.02,76.03,76,Uhailanu
76.03.02.2007,76.03.02,76.03,76,Aralle Utara
76.03.02.2009,76.03.02,76.03,76,Uhaidaho
76.03.02.2010,76.03.02,76.03,76,Baruru
76.03.02.2015,76.03.02,76.03,76,Ralleanak Utara
76.03.02.2016,76.03.02,76.03,76,Pamoseang Pangga
76.03.02.2017,76.03.02,76.03,76,Kalabe
76.03.02.2018,76.03.02,76.03,76,Aralle Selatan
76.03.02.2019,76.03.02,76.03,76,Hahangan
76.03.03.1001,76.03.03,76.03,76,Mamasa
76.03.03.2002,76.03.03,76.03,76,Rambusaratu
76.03.03.2003,76.03.03,76.03,76,Osango
76.03.03.2004,76.03.03,76.03,76,Lambanan
76.03.03.2005,76.03.03,76.03,76,Lembana Salulo
76.03.03.2006,76.03.03,76.03,76,Taupe
76.03.03.2007,76.03.03,76.03,76,Buntu Buda
76.03.03.2008,76.03.03,76.03,76,Tondok Bakaru
76.03.03.2009,76.03.03,76.03,76,Pebassian
76.03.03.2010,76.03.03,76.03,76,Mambuliling
76.03.03.2011,76.03.03,76.03,76,Bombong Lambe
76.03.03.2012,76.03.03,76.03,76,Bubun Batu
76.03.04.1001,76.03.04,76.03,76,Pana
76.03.04.2003,76.03.04,76.03,76,Manipi
76.03.04.2005,76.03.04,76.03,76,Mamullu
76.03.04.2006,76.03.04,76.03,76,Sapan
76.03.04.2009,76.03.04,76.03,76,Datubaringan
76.03.04.2010,76.03.04,76.03,76,Panura
76.03.04.2011,76.03.04,76.03,76,Tallang Bulawan
76.03.04.2012,76.03.04,76.03,76,Karaka
76.03.04.2013,76.03.04,76.03,76,Ulusalu
76.03.04.2014,76.03.04,76.03,76,Weri
76.03.04.2015,76.03.04,76.03,76,Salutambun
76.03.04.2016,76.03.04,76.03,76,Saloan
76.03.04.2017,76.03.04,76.03,76,Ulusalu Indah
76.03.05.1001,76.03.05,76.03,76,Lakahang
76.03.05.2002,76.03.05,76.03,76,Periangan
76.03.05.2003,76.03.05,76.03,76,Malatiro
76.03.05.2004,76.03.05,76.03,76,Tabulahan
76.03.05.2005,76.03.05,76.03,76,Saluleang
76.03.05.2007,76.03.05,76.03,76,Tampak Kurra
76.03.05.2008,76.03.05,76.03,76,Gandang Dewata
76.03.05.2009,76.03.05,76.03,76,Burana
76.03.05.2010,76.03.05,76.03,76,Salubakka
76.03.05.2011,76.03.05,76.03,76,Pangandaran
76.03.05.2012,76.03.05,76.03,76,Talopak
76.03.05.2014,76.03.05,76.03,76,Timoro
76.03.05.2015,76.03.05,76.03,76,Lakahang Utama
76.03.06.1001,76.03.06,76.03,76,Sumarorong
76.03.06.1002,76.03.06,76.03,76,Tabone
76.03.06.2003,76.03.06,76.03,76,Batang Uru
76.03.06.2004,76.03.06,76.03,76,Sasakan
76.03.06.2005,76.03.06,76.03,76,Tadisi
76.03.06.2006,76.03.06,76.03,76,Sibanawa
76.03.06.2007,76.03.06,76.03,76,Batangnguru Timur
76.03.06.2008,76.03.06,76.03,76,Salubalo
76.03.06.2009,76.03.06,76.03,76,Banea
76.03.06.2010,76.03.06,76.03,76,Rante Kamase
76.03.07.1001,76.03.07,76.03,76,Messawa
76.03.07.2002,76.03.07,76.03,76,Rippung
76.03.07.2003,76.03.07,76.03,76,Makuang
76.03.07.2004,76.03.07,76.03,76,Sepang
76.03.07.2005,76.03.07,76.03,76,Malimbong
76.03.07.2006,76.03.07,76.03,76,Matande
76.03.07.2007,76.03.07,76.03,76,Sipai
76.03.07.2008,76.03.07,76.03,76,Pasma Mambu
76.03.07.2009,76.03.07,76.03,76,Tanete Batu
76.03.08.2002,76.03.08,76.03,76,Orobua
76.03.08.2003,76.03.08,76.03,76,Paladan
76.03.08.2004,76.03.08,76.03,76,Orobua Timur
76.03.08.2006,76.03.08,76.03,76,Rante Puang
76.03.08.2007,76.03.08,76.03,76,Satenetean
76.03.08.2008,76.03.08,76.03,76,Lisuan Ada
76.03.08.2010,76.03.08,76.03,76,Orobua Selatan
76.03.08.2012,76.03.08,76.03,76,Malangkena Padang
76.03.08.2013,76.03.08,76.03,76,Malimbong
76.03.08.2014,76.03.08,76.03,76,Marampan Orobua
76.03.09.1011,76.03.09,76.03,76,Minake
76.03.09.2001,76.03.09,76.03,76,Malabo
76.03.09.2005,76.03.09,76.03,76,Sindagamanik
76.03.09.2006,76.03.09,76.03,76,Parondobulawan
76.03.09.2007,76.03.09,76.03,76,Tamalantik
76.03.09.2008,76.03.09,76.03,76,Mannababa
76.03.09.2009,76.03.09,76.03,76,Mesakada
76.03.09.2010,76.03.09,76.03,76,Ballabatu
76.03.09.2012,76.03.09,76.03,76,Pambe
76.03.09.2013,76.03.09,76.03,76,Salurano
76.03.09.2014,76.03.09,76.03,76,Talimbung
76.03.09.2015,76.03.09,76.03,76,Kanan
76.03.10.1001,76.03.10,76.03,76,Tabang
76.03.10.2003,76.03.10,76.03,76,Tadokalua
76.03.10.2004,76.03.10,76.03,76,Tabang Barat
76.03.10.2005,76.03.10,76.03,76,Masupu
76.03.10.2006,76.03.10,76.03,76,Kalama
76.03.10.2007,76.03.10,76.03,76,Bakadisura
76.03.10.2008,76.03.10,76.03,76,Salukona
76.03.11.2001,76.03.11,76.03,76,Mokallang
76.03.11.2002,76.03.11,76.03,76,Masoso
76.03.11.2003,76.03.11,76.03,76,Saluassing
76.03.11.2004,76.03.11,76.03,76,Salubulo
76.03.11.2005,76.03.11,76.03,76,Salukadi
76.03.11.2006,76.03.11,76.03,76,Salukepopok
76.03.11.2007,76.03.11,76.03,76,Ulumambi Barat
76.03.11.2008,76.03.11,76.03,76,Limbadebata
76.03.11.2009,76.03.11,76.03,76,Tanete Tomba
76.03.11.2010,76.03.11,76.03,76,Bambang
76.03.11.2011,76.03.11,76.03,76,Rantelemo
76.03.11.2012,76.03.11,76.03,76,Saludengen
76.03.11.2013,76.03.11,76.03,76,Ulumambi
76.03.11.2014,76.03.11,76.03,76,Bambang Timur
76.03.11.2015,76.03.11,76.03,76,Minanga
76.03.11.2016,76.03.11,76.03,76,Sikamase
76.03.11.2017,76.03.11,76.03,76,Rantetarima
76.03.11.2018,76.03.11,76.03,76,Salururu
76.03.11.2019,76.03.11,76.03,76,Salutabang
76.03.11.2020,76.03.11,76.03,76,Balatana
76.03.12.2001,76.03.12,76.03,76,Balla
76.03.12.2002,76.03.12,76.03,76,Balla Barat
76.03.12.2003,76.03.12,76.03,76,Balla Satanetean
76.03.12.2004,76.03.12,76.03,76,Balla Tumuka
76.03.12.2005,76.03.12,76.03,76,Sepakuan
76.03.12.2006,76.03.12,76.03,76,Pidara
76.03.12.2007,76.03.12,76.03,76,Bambapuang
76.03.12.2008,76.03.12,76.03,76,Balla Timur
76.03.13.1001,76.03.13,76.03,76,Nosu
76.03.13.2002,76.03.13,76.03,76,Minanga
76.03.13.2003,76.03.13,76.03,76,Batupapan
76.03.13.2004,76.03.13,76.03,76,Masewwe
76.03.13.2005,76.03.13,76.03,76,Siwi
76.03.13.2006,76.03.13,76.03,76,Minanga Timur
76.03.13.2007,76.03.13,76.03,76,Parinding
76.03.14.1001,76.03.14,76.03,76,Tawalian
76.03.14.2002,76.03.14,76.03,76,Tawalian Timur
76.03.14.2003,76.03.14,76.03,76,Kariango
76.03.14.2004,76.03.14,76.03,76,Rantetangnga
76.03.15.2001,76.03.15,76.03,76,Salumokanan
76.03.15.2003,76.03.15,76.03,76,Salumokanan Barat
76.03.15.2004,76.03.15,76.03,76,Buangin
76.03.15.2005,76.03.15,76.03,76,Bambang Buda
76.03.15.2006,76.03.15,76.03,76,Leko
76.03.15.2007,76.03.15,76.03,76,Kirak
76.03.15.2008,76.03.15,76.03,76,Salumokanan Utara
76.03.15.2009,76.03.15,76.03,76,Sampale
76.03.16.2001,76.03.16,76.03,76,Buntumalangka
76.03.16.2002,76.03.16,76.03,76,Ranteberan
76.03.16.2003,76.03.16,76.03,76,Kebanga
76.03.16.2004,76.03.16,76.03,76,Salurindu
76.03.16.2005,76.03.16,76.03,76,Taora
76.03.16.2006,76.03.16,76.03,76,Kabae
76.03.16.2007,76.03.16,76.03,76,Salutambun Barat
76.03.16.2008,76.03.16,76.03,76,Penatangan
76.03.16.2009,76.03.16,76.03,76,Salutambun Timur
76.03.16.2010,76.03.16,76.03,76,Salutambun
76.03.16.2011,76.03.16,76.03,76,Aralle Timur
76.03.17.2001,76.03.17,76.03,76,Mehalaan
76.03.17.2002,76.03.17,76.03,76,Botteng
76.03.17.2003,76.03.17,76.03,76,Salukonta
76.03.17.2004,76.03.17,76.03,76,Mesakada
76.03.17.2005,76.03.17,76.03,76,Mehalaan Barat
76.03.17.2006,76.03.17,76.03,76,Saluahok
76.03.17.2007,76.03.17,76.03,76,Salubalo
76.03.17.2008,76.03.17,76.03,76,Passembuk
76.03.17.2009,76.03.17,76.03,76,Kondo
76.03.17.2010,76.03.17,76.03,76,Leko Sukamaju
76.03.17.2011,76.03.17,76.03,76,Ulumea
76.04.01.1001,76.04.01,76.04,76,Tinambung
76.04.01.2002,76.04.01,76.04,76,Karama
76.04.01.2003,76.04.01,76.04,76,Tangnga Tangnga
76.04.01.2004,76.04.01,76.04,76,Lekopadis
76.04.01.2005,76.04.01,76.04,76,Galung Lombok
76.04.01.2006,76.04.01,76.04,76,Tandung
76.04.01.2007,76.04.01,76.04,76,Batulaya
76.04.01.2008,76.04.01,76.04,76,Sepabatu
76.04.02.1001,76.04.02,76.04,76,Pappang
76.04.02.2002,76.04.02,76.04,76,Laliko
76.04.02.2003,76.04.02,76.04,76,Bonde
76.04.02.2004,76.04.02,76.04,76,Katumbangan Lemo
76.04.02.2005,76.04.02,76.04,76,Panyampa
76.04.02.2006,76.04.02,76.04,76,Suruang
76.04.02.2007,76.04.02,76.04,76,Lampoko
76.04.02.2008,76.04.02,76.04,76,Katumbangan
76.04.02.2009,76.04.02,76.04,76,Lapeo
76.04.02.2010,76.04.02,76.04,76,Parappe
76.04.02.2011,76.04.02,76.04,76,Ongko
76.04.02.2012,76.04.02,76.04,76,Kenje
76.04.02.2013,76.04.02,76.04,76,Sumarrang
76.04.02.2014,76.04.02,76.04,76,Botto
76.04.02.2015,76.04.02,76.04,76,Gattungan
76.04.02.2016,76.04.02,76.04,76,Padang Timur
76.04.02.2017,76.04.02,76.04,76,Padang
76.04.02.2018,76.04.02,76.04,76,Lagi-Agi
76.04.03.1001,76.04.03,76.04,76,Sidodadi
76.04.03.2002,76.04.03,76.04,76,Sidorejo
76.04.03.2003,76.04.03,76.04,76,Sumberjo
76.04.03.2004,76.04.03,76.04,76,Bumiayu
76.04.03.2005,76.04.03,76.04,76,Kebunsari
76.04.03.2006,76.04.03,76.04,76,Banua Baru
76.04.03.2007,76.04.03,76.04,76,Nepo
76.04.03.2008,76.04.03,76.04,76,Sugihwaras
76.04.03.2009,76.04.03,76.04,76,Campurjo
76.04.03.2010,76.04.03,76.04,76,Bumimulyo
76.04.03.2011,76.04.03,76.04,76,Tumpiling
76.04.03.2012,76.04.03,76.04,76,Bakka-Bakka
76.04.03.2013,76.04.03,76.04,76,Arjosari
76.04.03.2014,76.04.03,76.04,76,Galeso
76.04.04.1001,76.04.04,76.04,76,Polewali
76.04.04.1002,76.04.04,76.04,76,Wattang
76.04.04.1003,76.04.04,76.04,76,Sulewatang
76.04.04.1004,76.04.04,76.04,76,Lantora
76.04.04.1005,76.04.04,76.04,76,Takatidung
76.04.04.1006,76.04.04,76.04,76,Pekkabata
76.04.04.1007,76.04.04,76.04,76,Madatte
76.04.04.1008,76.04.04,76.04,76,Manding
76.04.04.1009,76.04.04,76.04,76,Darma
76.04.05.1001,76.04.05,76.04,76,Taramanu
76.04.05.2002,76.04.05,76.04,76,Ambopadang
76.04.05.2003,76.04.05,76.04,76,Tubbi
76.04.05.2004,76.04.05,76.04,76,Ratte
76.04.05.2005,76.04.05,76.04,76,Besoangin
76.04.05.2006,76.04.05,76.04,76,Piriang Tapiko
76.04.05.2007,76.04.05,76.04,76,Peburru
76.04.05.2008,76.04.05,76.04,76,Taloba
76.04.05.2009,76.04.05,76.04,76,Pollewani
76.04.05.2010,76.04.05,76.04,76,Arabua
76.04.05.2011,76.04.05,76.04,76,Besoangin Utara
76.04.05.2012,76.04.05,76.04,76,Poda-Poda
76.04.05.2013,76.04.05,76.04,76,Taramanu Tua
76.04.06.1005,76.04.06,76.04,76,Amassangan
76.04.06.2001,76.04.06,76.04,76,Tonyaman
76.04.06.2002,76.04.06,76.04,76,Kuajang
76.04.06.2003,76.04.06,76.04,76,Paku
76.04.06.2004,76.04.06,76.04,76,Mirring
76.04.06.2006,76.04.06,76.04,76,Batetangnga
76.04.06.2007,76.04.06,76.04,76,Mammi
76.04.06.2008,76.04.06,76.04,76,Kaleok
76.04.06.2009,76.04.06,76.04,76,Amola
76.04.06.2010,76.04.06,76.04,76,Rea
76.04.07.1001,76.04.07,76.04,76,Pelitakan
76.04.07.2002,76.04.07,76.04,76,Tapango
76.04.07.2003,76.04.07,76.04,76,Rappang
76.04.07.2004,76.04.07,76.04,76,Dakka
76.04.07.2005,76.04.07,76.04,76,Batu
76.04.07.2006,76.04.07,76.04,76,Riso
76.04.07.2007,76.04.07,76.04,76,Palatta
76.04.07.2008,76.04.07,76.04,76,Tapango Barat
76.04.07.2009,76.04.07,76.04,76,Kurrak
76.04.07.2010,76.04.07,76.04,76,Bussu
76.04.07.2011,76.04.07,76.04,76,Tuttula
76.04.07.2012,76.04.07,76.04,76,Jambu Malea
76.04.07.2013,76.04.07,76.04,76,Kalimbua
76.04.07.2014,76.04.07,76.04,76,Banato Rejo
76.04.08.1001,76.04.08,76.04,76,Mapilli
76.04.08.2002,76.04.08,76.04,76,Ugibaru
76.04.08.2003,76.04.08,76.04,76,Rumpa
76.04.08.2005,76.04.08,76.04,76,Kurma
76.04.08.2007,76.04.08,76.04,76,Buku
76.04.08.2009,76.04.08,76.04,76,Bonne Bonne
76.04.08.2011,76.04.08,76.04,76,Beroangin
76.04.08.2015,76.04.08,76.04,76,Segerang
76.04.08.2016,76.04.08,76.04,76,Bonra
76.04.08.2017,76.04.08,76.04,76,Sattoko
76.04.08.2018,76.04.08,76.04,76,Rappang Barat
76.04.08.2019,76.04.08,76.04,76,Landi Kanusuang
76.04.09.1001,76.04.09,76.04,76,Matangnga
76.04.09.2002,76.04.09,76.04,76,Lilli
76.04.09.2003,76.04.09,76.04,76,Rangoan
76.04.09.2004,76.04.09,76.04,76,Tapua
76.04.09.2005,76.04.09,76.04,76,Mambu Tapua
76.04.09.2007,76.04.09,76.04,76,Katimbang
76.04.10.1004,76.04.10,76.04,76,Batupanga
76.04.10.2001,76.04.10,76.04,76,Mambu
76.04.10.2002,76.04.10,76.04,76,Tenggelang
76.04.10.2003,76.04.10,76.04,76,Baru
76.04.10.2005,76.04.10,76.04,76,Pussui
76.04.10.2006,76.04.10,76.04,76,Mapilli Barat
76.04.10.2007,76.04.10,76.04,76,Sambali Wali
76.04.10.2008,76.04.10,76.04,76,Batupanga Daala
76.04.10.2009,76.04.10,76.04,76,Luyo
76.04.10.2010,76.04.10,76.04,76,Pussui Barat
76.04.10.2011,76.04.10,76.04,76,Puccadi
76.04.11.1001,76.04.11,76.04,76,Limboro
76.04.11.2002,76.04.11,76.04,76,Lembang Lembang
76.04.11.2003,76.04.11,76.04,76,Tandassura
76.04.11.2004,76.04.11,76.04,76,Samasundu
76.04.11.2005,76.04.11,76.04,76,Napo
76.04.11.2006,76.04.11,76.04,76,Todang Todang
76.04.11.2007,76.04.11,76.04,76,Pendulangan
76.04.11.2008,76.04.11,76.04,76,Renggeang
76.04.11.2009,76.04.11,76.04,76,Salarri
76.04.11.2010,76.04.11,76.04,76,Tangan Baru
76.04.11.2011,76.04.11,76.04,76,Palece
76.04.12.1002,76.04.12,76.04,76,Balanipa
76.04.12.2001,76.04.12,76.04,76,Tammajarra
76.04.12.2003,76.04.12,76.04,76,Tammangalle
76.04.12.2004,76.04.12,76.04,76,Mosso
76.04.12.2005,76.04.12,76.04,76,Galung Tuluk
76.04.12.2006,76.04.12,76.04,76,Sabang Subik
76.04.12.2007,76.04.12,76.04,76,Pambusuang
76.04.12.2008,76.04.12,76.04,76,Bala
76.04.12.2009,76.04.12,76.04,76,Lambanan
76.04.12.2010,76.04.12,76.04,76,Lego
76.04.12.2011,76.04.12,76.04,76,Pallis
76.04.13.1001,76.04.13,76.04,76,Anreapi
76.04.13.2002,76.04.13,76.04,76,Duampanua
76.04.13.2003,76.04.13,76.04,76,Kelapa Dua
76.04.13.2004,76.04.13,76.04,76,Pappandangan
76.04.13.2005,76.04.13,76.04,76,Kunyi
76.04.14.1001,76.04.14,76.04,76,Matakali
76.04.14.2002,76.04.14,76.04,76,Petampanua
76.04.14.2003,76.04.14,76.04,76,Barumbung
76.04.14.2004,76.04.14,76.04,76,Pasiang
76.04.14.2005,76.04.14,76.04,76,Tonrolima
76.04.14.2006,76.04.14,76.04,76,Indomakkombong
76.04.14.2007,76.04.14,76.04,76,Bunga-Bunga
76.04.15.1009,76.04.15,76.04,76,Petoosang
76.04.15.2002,76.04.15,76.04,76,Mombi
76.04.15.2003,76.04.15,76.04,76,Kalumammang
76.04.15.2004,76.04.15,76.04,76,Pao-pao
76.04.15.2005,76.04.15,76.04,76,Puppuuring
76.04.15.2006,76.04.15,76.04,76,Saragian
76.04.15.2007,76.04.15,76.04,76,Sayoang
76.04.15.2008,76.04.15,76.04,76,Allu
76.04.16.2001,76.04.16,76.04,76,Bulo
76.04.16.2002,76.04.16,76.04,76,Pulliwa
76.04.16.2003,76.04.16,76.04,76,Patambanua
76.04.16.2004,76.04.16,76.04,76,Karombang
76.04.16.2005,76.04.16,76.04,76,Daala Timur
76.04.16.2006,76.04.16,76.04,76,Lenggo
76.04.16.2007,76.04.16,76.04,76,Sabura
76.04.16.2008,76.04.16,76.04,76,Sepporakki
76.04.16.2009,76.04.16,76.04,76,Ihing
76.05.01.1001,76.05.01,76.05,76,Banggae
76.05.01.1003,76.05.01,76.05,76,Baru
76.05.01.1007,76.05.01,76.05,76,Pangali Ali
76.05.01.1009,76.05.01,76.05,76,Totoli
76.05.01.1010,76.05.01,76.05,76,Rangas
76.05.01.1013,76.05.01,76.05,76,Galung
76.05.01.2011,76.05.01,76.05,76,Palipi Soreang
76.05.01.2012,76.05.01,76.05,76,Pamboborang
76.05.02.1001,76.05.02,76.05,76,Lalampanua
76.05.02.1002,76.05.02,76.05,76,Sirindu
76.05.02.2003,76.05.02,76.05,76,Adolang
76.05.02.2004,76.05.02,76.05,76,Bababulo
76.05.02.2005,76.05.02,76.05,76,Bonde
76.05.02.2006,76.05.02,76.05,76,Betteng
76.05.02.2007,76.05.02,76.05,76,Simbang
76.05.02.2008,76.05.02,76.05,76,Bonde Utara
76.05.02.2009,76.05.02,76.05,76,Bababulo Utara
76.05.02.2010,76.05.02,76.05,76,Buttu Pamboang
76.05.02.2011,76.05.02,76.05,76,Banua Adolang
76.05.02.2012,76.05.02,76.05,76,Adolang Dhua
76.05.02.2013,76.05.02,76.05,76,Tinambung
76.05.02.2014,76.05.02,76.05,76,Pesuloang
76.05.02.2015,76.05.02,76.05,76,Balombong
76.05.03.1001,76.05.03,76.05,76,Mosso
76.05.03.1002,76.05.03,76.05,76,Mosso Dhua
76.05.03.2004,76.05.03,76.05,76,Totolisi Sendana
76.05.03.2007,76.05.03,76.05,76,Tallubanua
76.05.03.2015,76.05.03,76.05,76,Lalatedzong
76.05.03.2016,76.05.03,76.05,76,Binanga
76.05.03.2017,76.05.03,76.05,76,Puttada
76.05.03.2018,76.05.03,76.05,76,Paminggalan
76.05.03.2019,76.05.03,76.05,76,Leppangang
76.05.03.2020,76.05.03,76.05,76,Pundau
76.05.03.2021,76.05.03,76.05,76,Sendana
76.05.03.2022,76.05.03,76.05,76,Banua Sendana
76.05.03.2023,76.05.03,76.05,76,Tallubanua Utara
76.05.03.2024,76.05.03,76.05,76,Limboro Rambu-Rambu
76.05.03.2025,76.05.03,76.05,76,Limbua
76.05.03.2026,76.05.03,76.05,76,Bukit Samang
76.05.04.1001,76.05.04,76.05,76,Malunda
76.05.04.1015,76.05.04,76.05,76,Lamungang Batu
76.05.04.2002,76.05.04,76.05,76,Bambangan
76.05.04.2004,76.05.04,76.05,76,Lombang
76.05.04.2005,76.05.04,76.05,76,Lombong
76.05.04.2006,76.05.04,76.05,76,Mekkatta
76.05.04.2010,76.05.04,76.05,76,Maliaya
76.05.04.2011,76.05.04,76.05,76,Lombang Timur
76.05.04.2012,76.05.04,76.05,76,Salutahongan
76.05.04.2013,76.05.04,76.05,76,Lombong Timur
76.05.04.2014,76.05.04,76.05,76,Mekkatta Selatan
76.05.04.2016,76.05.04,76.05,76,Kayuangin
76.05.05.2001,76.05.05,76.05,76,Kabiraan
76.05.05.2002,76.05.05,76.05,76,Sambabo
76.05.05.2003,76.05.05,76.05,76,Tandeallo
76.05.05.2004,76.05.05,76.05,76,Ulumanda
76.05.05.2005,76.05.05,76.05,76,Salutambung
76.05.05.2006,76.05.05,76.05,76,Popenga
76.05.05.2007,76.05.05,76.05,76,Sulai
76.05.05.2008,76.05.05,76.05,76,Panggalo
76.05.06.2001,76.05.06,76.05,76,Seppong
76.05.06.2002,76.05.06,76.05,76,Tammerodo
76.05.06.2003,76.05.06,76.05,76,Ulidang
76.05.06.2004,76.05.06,76.05,76,Tallambalao
76.05.06.2005,76.05.06,76.05,76,Tammerodo Utara
76.05.06.2006,76.05.06,76.05,76,Manyamba
76.05.06.2007,76.05.06,76.05,76,Awo
76.05.07.2001,76.05.07,76.05,76,Onang
76.05.07.2002,76.05.07,76.05,76,Tubo
76.05.07.2003,76.05.07,76.05,76,Onang Utara
76.05.07.2004,76.05.07,76.05,76,Tubo Selatan
76.05.07.2005,76.05.07,76.05,76,Bonde bonde
76.05.07.2006,76.05.07,76.05,76,Tubo Tengah
76.05.07.2007,76.05.07,76.05,76,Tubo Poang
76.05.08.1001,76.05.08,76.05,76,Baurung
76.05.08.1002,76.05.08,76.05,76,Baruga
76.05.08.1003,76.05.08,76.05,76,Baruga Dhua
76.05.08.1004,76.05.08,76.05,76,Labuang
76.05.08.1005,76.05.08,76.05,76,Tande
76.05.08.1006,76.05.08,76.05,76,Lembang
76.05.08.1007,76.05.08,76.05,76,Labuang Utara
76.05.08.1008,76.05.08,76.05,76,Tande Timur
76.05.08.2009,76.05.08,76.05,76,Buttu Baruga
76.06.01.2001,76.06.01,76.06,76,Mahahe
76.06.01.2002,76.06.01,76.06,76,Salobaja
76.06.01.2003,76.06.01,76.06,76,Tobadak
76.06.01.2004,76.06.01,76.06,76,Palongaan
76.06.01.2005,76.06.01,76.06,76,Batu Parigi
76.06.01.2006,76.06.01,76.06,76,Bambadaru
76.06.01.2007,76.06.01,76.06,76,Sejati
76.06.01.2008,76.06.01,76.06,76,Saloadak
76.06.02.2001,76.06.02,76.06,76,Polo Pangale
76.06.02.2002,76.06.02,76.06,76,Pangale
76.06.02.2003,76.06.02,76.06,76,Sartanamaju
76.06.02.2004,76.06.02,76.06,76,Polo Lereng
76.06.02.2005,76.06.02,76.06,76,Kuo
76.06.02.2006,76.06.02,76.06,76,Polo Camba
76.06.02.2007,76.06.02,76.06,76,Lamba-lamba
76.06.02.2008,76.06.02,76.06,76,Kombiling
76.06.02.2009,76.06.02,76.06,76,Lemo-Lemo
76.06.03.2001,76.06.03,76.06,76,Babana
76.06.03.2002,76.06.03,76.06,76,Lumu
76.06.03.2003,76.06.03,76.06,76,Pontanakayang
76.06.03.2004,76.06.03,76.06,76,Salogatta
76.06.03.2005,76.06.03,76.06,76,Kire
76.06.03.2006,76.06.03,76.06,76,Tinali
76.06.03.2007,76.06.03,76.06,76,Salumanurung
76.06.03.2008,76.06.03,76.06,76,Pasapa
76.06.03.2009,76.06.03,76.06,76,Bojo
76.06.03.2010,76.06.03,76.06,76,Barakkang
76.06.03.2011,76.06.03,76.06,76,Lembah Hada
76.06.04.2001,76.06.04,76.06,76,Budong-Budong
76.06.04.2002,76.06.04,76.06,76,Topoyo
76.06.04.2003,76.06.04,76.06,76,Tumbu
76.06.04.2004,76.06.04,76.06,76,Kabubu
76.06.04.2005,76.06.04,76.06,76,Waeputeh
76.06.04.2006,76.06.04,76.06,76,Tangkou
76.06.04.2007,76.06.04,76.06,76,Tabolang
76.06.04.2008,76.06.04,76.06,76,Paraili
76.06.04.2009,76.06.04,76.06,76,Salupangkang
76.06.04.2010,76.06.04,76.06,76,Salupangkang IV
76.06.04.2011,76.06.04,76.06,76,Tappilina
76.06.04.2012,76.06.04,76.06,76,Bambamanurung
76.06.04.2013,76.06.04,76.06,76,Salulekbo
76.06.04.2014,76.06.04,76.06,76,Pangalloang
76.06.04.2015,76.06.04,76.06,76,Sinabatta
76.06.05.2001,76.06.05,76.06,76,Karossa
76.06.05.2002,76.06.05,76.06,76,Tasokko
76.06.05.2003,76.06.05,76.06,76,Lara
76.06.05.2004,76.06.05,76.06,76,Kadaila
76.06.05.2005,76.06.05,76.06,76,Kayu Calla
76.06.05.2006,76.06.05,76.06,76,Lembah Hopo
76.06.05.2007,76.06.05,76.06,76,Benggaulu
76.06.05.2008,76.06.05,76.06,76,Suka Maju
76.06.05.2009,76.06.05,76.06,76,Kambunong
76.06.05.2010,76.06.05,76.06,76,Salubiro
76.06.05.2011,76.06.05,76.06,76,Sanjango
81.01.01.1009,81.01.01,81.01,81,Hollo
81.01.01.2001,81.01.01,81.01,81,Tamilouw
81.01.01.2002,81.01.01,81.01,81,Sepa
81.01.01.2003,81.01.01,81.01,81,Rutah
